"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/11/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/12/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/13/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/14/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/15/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/16/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/17/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/18/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/19/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/20/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/21/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/22/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/23/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/24/2020","AQS","420010001","1","0.2","ppm","2","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/25/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/26/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/27/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/28/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/29/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/30/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"01/31/2020","AQS","420010001","1","0.2","ppm","2","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/01/2020","AQS","420010001","1","0.2","ppm","2","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/02/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/03/2020","AQS","420010001","1","0.4","ppm","5","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/04/2020","AQS","420010001","1","0.5","ppm","6","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/05/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/06/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/07/2020","AQS","420010001","1","0.2","ppm","2","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/08/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/09/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/10/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/11/2020","AQS","420010001","1","0.2","ppm","2","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/12/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/13/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/14/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/15/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/16/2020","AQS","420010001","1","0.2","ppm","2","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/17/2020","AQS","420010001","1","0.2","ppm","2","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/18/2020","AQS","420010001","1","0.2","ppm","2","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/19/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/20/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/21/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/22/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/23/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/24/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/25/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/26/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/27/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/28/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"02/29/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/01/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/02/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/03/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/04/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/05/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/06/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/07/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/08/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/09/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/10/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/11/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/12/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/13/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/14/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/15/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/16/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/17/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/18/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/19/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/20/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/21/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/22/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/23/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/24/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/25/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/26/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/27/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/28/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/29/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/30/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"03/31/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/01/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/02/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/03/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/04/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/05/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/06/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/07/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/08/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/09/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/10/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/11/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/12/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/13/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/14/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/15/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/16/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/17/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/18/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/19/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/20/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/21/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/22/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/23/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/24/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/25/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/26/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/27/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/28/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/29/2020","AQS","420010001","1","0.2","ppm","2","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"04/30/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/01/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/02/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/03/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/04/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/05/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/06/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/07/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/08/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/09/2020","AQS","420010001","1","0","ppm","0","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/10/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/11/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/12/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
"05/13/2020","AQS","420010001","1","0.1","ppm","1","Arendtsville","24","100.0000","42101","Carbon monoxide","093","23900","Gettysburg, PA","42","Pennsylvania","001","Adams","39.9200201125851","-77.3096801656909"
