"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"08/03/2022","AQS","420031376","1","14.5","ppb","13","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/04/2022","AQS","420031376","1","15.2","ppb","14","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/05/2022","AQS","420031376","1","19.9","ppb","18","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/06/2022","AQS","420031376","1","7","ppb","7","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/07/2022","AQS","420031376","1","9.9","ppb","8","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/08/2022","AQS","420031376","1","9.2","ppb","8","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/09/2022","AQS","420031376","1","10.5","ppb","9","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/10/2022","AQS","420031376","1","16.5","ppb","15","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/11/2022","AQS","420031376","1","18.6","ppb","17","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/12/2022","AQS","420031376","1","11.8","ppb","10","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/13/2022","AQS","420031376","1","10.5","ppb","9","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/14/2022","AQS","420031376","1","13.6","ppb","12","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/15/2022","AQS","420031376","1","13.1","ppb","12","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/16/2022","AQS","420031376","1","13","ppb","12","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/17/2022","AQS","420031376","1","13.3","ppb","12","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/18/2022","AQS","420031376","1","16","ppb","15","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/19/2022","AQS","420031376","1","20.6","ppb","19","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/20/2022","AQS","420031376","1","13.6","ppb","12","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/21/2022","AQS","420031376","1","11.3","ppb","10","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/22/2022","AQS","420031376","1","10.9","ppb","9","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/23/2022","AQS","420031376","1","15","ppb","14","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/24/2022","AQS","420031376","1","19.8","ppb","18","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/25/2022","AQS","420031376","1","21.2","ppb","20","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/26/2022","AQS","420031376","1","22.7","ppb","21","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/27/2022","AQS","420031376","1","8.4","ppb","8","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/28/2022","AQS","420031376","1","15.1","ppb","14","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/29/2022","AQS","420031376","1","14.8","ppb","13","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/30/2022","AQS","420031376","1","13.5","ppb","12","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"08/31/2022","AQS","420031376","1","12.3","ppb","11","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/01/2022","AQS","420031376","1","20.3","ppb","19","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/02/2022","AQS","420031376","1","7.7","ppb","7","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/03/2022","AQS","420031376","1","13.6","ppb","12","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/04/2022","AQS","420031376","1","10.6","ppb","9","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/05/2022","AQS","420031376","1","11.2","ppb","10","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/06/2022","AQS","420031376","1","11.4","ppb","10","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/07/2022","AQS","420031376","1","10.7","ppb","9","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/08/2022","AQS","420031376","1","14.1","ppb","13","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/09/2022","AQS","420031376","1","9.8","ppb","8","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/10/2022","AQS","420031376","1","6.3","ppb","6","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/11/2022","AQS","420031376","1","6.8","ppb","6","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/12/2022","AQS","420031376","1","15.7","ppb","14","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/13/2022","AQS","420031376","1","13.4","ppb","12","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/14/2022","AQS","420031376","1","17.3","ppb","16","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/15/2022","AQS","420031376","1","15.5","ppb","14","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/16/2022","AQS","420031376","1","17","ppb","16","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/17/2022","AQS","420031376","1","23.8","ppb","22","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/18/2022","AQS","420031376","1","18.3","ppb","17","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/19/2022","AQS","420031376","1","13.2","ppb","12","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/20/2022","AQS","420031376","1","22.1","ppb","21","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/21/2022","AQS","420031376","1","16.3","ppb","15","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/22/2022","AQS","420031376","1","9.3","ppb","8","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/23/2022","AQS","420031376","1","14.9","ppb","13","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/24/2022","AQS","420031376","1","21.7","ppb","20","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/25/2022","AQS","420031376","1","10","ppb","9","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/26/2022","AQS","420031376","1","7.5","ppb","7","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/27/2022","AQS","420031376","1","9.4","ppb","8","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/28/2022","AQS","420031376","1","12.2","ppb","11","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/29/2022","AQS","420031376","1","14.7","ppb","13","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"09/30/2022","AQS","420031376","1","13.6","ppb","12","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/01/2022","AQS","420031376","1","8.3","ppb","8","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/02/2022","AQS","420031376","1","8.3","ppb","8","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/03/2022","AQS","420031376","1","14.1","ppb","13","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/04/2022","AQS","420031376","1","19.5","ppb","18","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/05/2022","AQS","420031376","1","27.9","ppb","25","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/06/2022","AQS","420031376","1","19.4","ppb","18","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/07/2022","AQS","420031376","1","23.7","ppb","22","Parkway East Near-Road","20","83.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/08/2022","AQS","420031376","1","11.9","ppb","10","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/09/2022","AQS","420031376","1","15.7","ppb","14","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/10/2022","AQS","420031376","1","19.6","ppb","18","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/11/2022","AQS","420031376","1","22.5","ppb","21","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/12/2022","AQS","420031376","1","20.8","ppb","19","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/13/2022","AQS","420031376","1","19.8","ppb","18","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/14/2022","AQS","420031376","1","20.4","ppb","19","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/15/2022","AQS","420031376","1","18.6","ppb","17","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/16/2022","AQS","420031376","1","21.2","ppb","20","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/17/2022","AQS","420031376","1","13.8","ppb","12","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/18/2022","AQS","420031376","1","7.6","ppb","7","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/19/2022","AQS","420031376","1","7.1","ppb","7","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/20/2022","AQS","420031376","1","16.9","ppb","15","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/21/2022","AQS","420031376","1","28.2","ppb","26","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/22/2022","AQS","420031376","1","22.2","ppb","21","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/23/2022","AQS","420031376","1","20.7","ppb","19","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/24/2022","AQS","420031376","1","25.3","ppb","24","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/25/2022","AQS","420031376","1","19.2","ppb","18","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/26/2022","AQS","420031376","1","11.1","ppb","10","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/27/2022","AQS","420031376","1","21.4","ppb","20","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/28/2022","AQS","420031376","1","16.8","ppb","15","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/29/2022","AQS","420031376","1","11.7","ppb","10","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/30/2022","AQS","420031376","1","13.5","ppb","12","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"10/31/2022","AQS","420031376","1","13.3","ppb","12","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/01/2022","AQS","420031376","1","17.1","ppb","16","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/02/2022","AQS","420031376","1","16.9","ppb","15","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/03/2022","AQS","420031376","1","14.7","ppb","13","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/04/2022","AQS","420031376","1","18.4","ppb","17","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/05/2022","AQS","420031376","1","4.6","ppb","4","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/06/2022","AQS","420031376","1","11.2","ppb","10","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/07/2022","AQS","420031376","1","30.1","ppb","28","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/08/2022","AQS","420031376","1","18.3","ppb","17","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/09/2022","AQS","420031376","1","13.6","ppb","12","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/10/2022","AQS","420031376","1","12.4","ppb","11","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/11/2022","AQS","420031376","1","10.3","ppb","9","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/12/2022","AQS","420031376","1","8.4","ppb","8","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/14/2022","AQS","420031376","1","14.8","ppb","13","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/15/2022","AQS","420031376","1","14.2","ppb","13","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/16/2022","AQS","420031376","1","16.6","ppb","15","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/17/2022","AQS","420031376","1","11.7","ppb","10","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/18/2022","AQS","420031376","1","9.7","ppb","8","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/19/2022","AQS","420031376","1","10.4","ppb","9","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/20/2022","AQS","420031376","1","18","ppb","17","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/21/2022","AQS","420031376","1","28.1","ppb","26","Parkway East Near-Road","21","88.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/22/2022","AQS","420031376","1","28.4","ppb","26","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/23/2022","AQS","420031376","1","35.6","ppb","33","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/24/2022","AQS","420031376","1","28.5","ppb","26","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/25/2022","AQS","420031376","1","27.8","ppb","25","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/26/2022","AQS","420031376","1","25","ppb","24","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"11/27/2022","AQS","420031376","1","23.2","ppb","22","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","599","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"12/01/2022","AQS","420031376","1","19.2","ppb","18","Parkway East Near-Road","22","92.0000","42602","Nitrogen dioxide (NO2)","256","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"12/02/2022","AQS","420031376","1","20.8","ppb","19","Parkway East Near-Road","20","83.0000","42602","Nitrogen dioxide (NO2)","256","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"12/03/2022","AQS","420031376","1","6.8","ppb","6","Parkway East Near-Road","24","100.0000","42602","Nitrogen dioxide (NO2)","256","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"12/04/2022","AQS","420031376","1","25.6","ppb","24","Parkway East Near-Road","24","100.0000","42602","Nitrogen dioxide (NO2)","256","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"12/05/2022","AQS","420031376","1","25.4","ppb","24","Parkway East Near-Road","20","83.0000","42602","Nitrogen dioxide (NO2)","256","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"12/06/2022","AQS","420031376","1","15.2","ppb","14","Parkway East Near-Road","24","100.0000","42602","Nitrogen dioxide (NO2)","256","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"12/07/2022","AQS","420031376","1","16.4","ppb","15","Parkway East Near-Road","23","96.0000","42602","Nitrogen dioxide (NO2)","256","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
"12/08/2022","AQS","420031376","1","15.1","ppb","14","Parkway East Near-Road","22","92.0000","42602","Nitrogen dioxide (NO2)","256","38300","Pittsburgh, PA","42","Pennsylvania","003","Allegheny","40.43743","-79.863572"
